सिद्ध,V,3.1.99
निर्वृत्त,V,3.1.99
निष्पन्न,V,3.1.99
दारित,V,3.1.99
भिन्न,V,3.1.99
भेदित,V,3.1.99
ऊत,V,3.1.100
स्यूत,V,3.1.100
उत,V,3.1.100
अर्हित,V,3.1.100
नमस्यित,V,3.1.100
नमसित,V,3.1.100
अपचायित,V,3.1.100
अर्चित,V,3.1.100
अपचित,V,3.1.100
वरिवसित,V,3.1.101
वरिवस्यित,V,3.1.101
उपासित,V,3.1.101
उपचरित,V,3.1.101
सन्तापित,V,3.1.101
सन्तप्त,V,3.1.101
धूपित,V,3.1.101
धूपायित,V,3.1.101
दून,V,3.1.101
हृष्ट,V,3.1.102
मत्त,V,3.1.102
तृप्त,V,3.1.102
प्रह्लन्न,V,3.1.102
प्रमुदित,V,3.1.102
प्रीत,V,3.1.102
छिन्न,V,3.1.102
छात,V,3.1.102
लून,V,3.1.102
कृत्त,V,3.1.102
दात,V,3.1.102
दित,V,3.1.102
छित,V,3.1.102
वृक्ण,V,3.1.102
स्रस्त,V,3.1.103
ध्वस्त,V,3.1.103
भ्रष्ट,V,3.1.103
स्कन्न,V,3.1.103
पन्न,V,3.1.103
च्युत,V,3.1.103
गलित,V,3.1.103
लब्ध,V,3.1.103
प्राप्त,V,3.1.103
विन्न,V,3.1.103
भावित,V,3.1.103
आसादित,V,3.1.103
भूत,V,3.1.103
अन्वेषित,V,3.1.104
गवेषित,V,3.1.104
अन्विष्ट,V,3.1.104
मार्गित,V,3.1.104
मृगित,V,3.1.104
आर्द्र,V,3.1.104
सार्द्र,V,3.1.104
क्लिन्न,V,3.1.104
तिमित,V,3.1.104
स्तिमित,V,3.1.104
समुन्न,V,3.1.104
उत्त,V,3.1.104
त्रात,V,3.1.105
त्राण,V,3.1.105
रक्षित,V,3.1.105
अवित,V,3.1.105
गोपायित,V,3.1.105
गुप्त,V,3.1.105
अवगणित,V,3.1.105
अवमत,V,3.1.105
अवज्ञात,V,3.1.105
अवमानित,V,3.1.105
परिभूत,V,3.1.105
त्यक्त,V,3.1.106
हीन,V,3.1.106
विधुत,V,3.1.106
समुज्झित,V,3.1.106
धूत,V,3.1.106
उत्सृष्ट,V,3.1.106
उक्त,V,3.1.106
भाषित,V,3.1.106
उदित,V,3.1.106
जल्पित,V,3.1.106
आख्यात,V,3.1.106
अभिहित,V,3.1.106
लपित,V,3.1.106
बुद्ध,V,3.1.107
बुधित,V,3.1.107
मनित,V,3.1.107
विदित,V,3.1.107
प्रतिपन्न,V,3.1.107
अवसित,V,3.1.107
अवगत,V,3.1.107
ऊरीकृत,V,3.1.107
उररीकृत,V,3.1.107
अङ्गीकृत,V,3.1.107
आश्रुत,V,3.1.107
प्रतिज्ञात,V,3.1.107
सङ्गीर्ण,V,3.1.108
विदित,V,3.1.108
संश्रुत,V,3.1.108
समाहित,V,3.1.108
उपश्रुत,V,3.1.108
उपगत,V,3.1.108
ईलित,V,3.1.108
शस्त,V,3.1.108
पणायित,V,3.1.108
पनायित,V,3.1.108
प्रणुत,V,3.1.108
पणित,V,3.1.108
पनित,V,3.1.108
गीर्ण,V,3.1.109
वर्णित,V,3.1.109
अभिष्टुत,V,3.1.109
ईडित,V,3.1.109
स्तुत,V,3.1.109
भक्षित,V,3.1.109
चर्वित,V,3.1.109
लिप्त,V,3.1.109
प्रत्यवसित,V,3.1.109
गिलित,V,3.1.109
खादित,V,3.1.109
प्सात,V,3.1.109
अभ्यवहृत,V,3.1.110
अन्न,V,3.1.110
जग्ध,V,3.1.110
ग्रस्त,V,3.1.110
ग्लस्त,V,3.1.110
अशित,V,3.1.110
भुक्त,V,3.1.110
क्षेपिष्ठ,V,3.1.110
क्षोदिष्ठ,V,3.1.110
प्रेष्ठ,V,3.1.110
वरिष्ठ,V,3.1.110
स्थविष्ठ,V,3.1.110
बंहिष्ठ,V,3.1.110
साधिष्ठ,V,3.1.111
द्राघिष्ठ,V,3.1.111
स्फेष्ठ,V,3.1.111
गरिष्ठ,V,3.1.111
ह्रसिष्ठ,V,3.1.111
वृन्दिष्ठ,V,3.1.111
कर्मन्,N,3.2.1
क्रिया,S,3.2.1
अपरस्पर,V,3.2.1
पारायण,V,3.2.2
तुरायण,V,3.2.2
यदृच्छा,S,3.2.2
स्वैरिता,S,3.2.2
विलक्षण,N,3.2.2
शमथ,P,3.2.3
शम,P,3.2.3
शान्ति,S,3.2.3
दान्ति,S,3.2.3
दमथ,P,3.2.3
दम,P,3.2.3
अवदान,N,3.2.3
कर्मवृत्त,N,3.2.3
काम्यदान,N,3.2.3
प्रवारण,N,3.2.3
वशक्रिया,S,3.2.4
संवनन,N,3.2.4
मूलकर्मन्,N,3.2.4
कार्मण,N,3.2.4
विधूनन,N,3.2.4
विधुवन,N,3.2.4
तर्पण,N,3.2.4
प्रीणन,N,3.2.4
अवन,N,3.2.4
पर्याप्ति,S,3.2.5
परित्राण,N,3.2.5
हस्तधारण,N,3.2.5
सेवन,N,3.2.5
सीवन,N,3.2.5
स्यूति,S,3.2.5
विदर,P,3.2.5
स्फुटन,N,3.2.5
भिद्,S,3.2.5
आक्रोशन,N,3.2.6
अभीषङ्ग,P,3.2.6
संवेद,P,3.2.6
वेदना,SN,3.2.6
सम्मूर्च्छन,N,3.2.6
अभिव्याप्ति,S,3.2.6
याञ्चा,S,3.2.6
भिक्षा,S,3.2.6
अर्थना,S,3.2.6
अर्दना,S,3.2.6
वर्धन,N,3.2.7
छेदन,N,3.2.7
आनन्दन,N,3.2.7
सभाजन,N,3.2.7
आप्रच्छन्न,N,3.2.7
आम्नाय,P,3.2.7
सम्प्रदाय,P,3.2.7
क्षय,P,3.2.7
क्षिया,S,3.2.7
ग्रह,P,3.2.8
ग्राह,P,3.2.8
वश,P,3.2.8
कान्त,V,3.2.8
रक्ष्ण,P,3.2.8
त्राण,N,3.2.8
रण,P,3.2.8
क्वण,P,3.2.8
व्यध,P,3.2.8
वेध,P,3.2.8
पचा,S,3.2.8
पाक,P,3.2.8
हव,P,3.2.8
हूति,S,3.2.8
वर,P,3.2.8
वृत्ति,S,3.2.8
ओष,P,3.2.9
प्लोष,P,3.2.9
नय,P,3.2.9
नाय,P,3.2.9
ज्यानि,S,3.2.9
जीर्ण,P,3.2.9
भ्रम,P,3.2.9
भ्रमि,S,3.2.9
स्फाति,S,3.2.9
वृद्धि,S,3.2.9
प्रथा,S,3.2.9
ख्याति,S,3.2.9
स्पृष्टि,S,3.2.9
पृक्ति,S,3.2.9
स्नव,P,3.2.9
स्रव,P,3.2.9
विधा,S,3.2.10
समृद्धि,S,3.2.10
स्फुरण,N,3.2.10
स्फुरणा,S,3.2.10
प्रमिति,S,3.2.10
प्रमा,S,3.2.10
प्रसूति,S,3.2.10
प्रसव,P,3.2.10
श्च्योत,P,3.2.10
प्राधार,P,3.2.10
क्लमथ,P,3.2.10
क्लम,P,3.2.10
उत्कर्ष,P,3.2.11
अतिशय,P,3.2.11
सन्धि,P,3.2.11
श्लेष,P,3.2.11
विषय,P,3.2.11
आश्रय,P,3.2.11
क्षिपा,S,3.2.11
क्षेपण,N,3.2.11
गीर्णि,S,3.2.11
गिरि,S,3.2.11
गुरण,N,3.2.11
उद्यम,P,3.2.11
उन्नाय,P,3.2.12
उन्नय,P,3.2.12
श्राय,P,3.2.12
श्रयण,N,3.2.12
जयन,N,3.2.12
जय,P,3.2.12
निगाद,P,3.2.12
निगद,P,3.2.12
माद,P,3.2.12
मद,P,3.2.12
उद्वेग,P,3.2.12
उद्भ्रम,P,3.2.12
विमर्दन,N,3.2.13
परिमल,P,3.2.13
अभ्युपपत्ति,S,3.2.13
अनुग्रह,P,3.2.13
निग्रह,P,3.2.13
निरोध,P,3.2.13
अभियोग,P,3.2.13
अभिग्रह,P,3.2.13
मुष्टिबन्ध,P,3.2.14
सङ्ग्राह,P,3.2.14
डिम्ब,P,3.2.14
डमर,P,3.2.14
विप्लव,P,3.2.14
बन्धन,N,3.2.14
प्रसिति,S,3.2.14
चार,P,3.2.14
स्पर्श,P,3.2.14
स्प्रष्टृ,P,3.2.14
उपतप्तृ,P,3.2.14
निकार,P,3.2.15
विप्रकार,P,3.2.15
आकार,P,3.2.15
इङ्ग,V,3.2.15
इङ्गित,N,3.2.15
परिणाम,P,3.2.15
विकार,P,3.2.15
विकृति,S,3.2.15
विक्रिया,S,3.2.15
अपहार,P,3.2.16
अपचय,P,3.2.16
समाहार,P,3.2.16
समुच्चय,P,3.2.16
प्रत्याहार,P,3.2.16
उपादान,N,3.2.16
विहार,P,3.2.16
परिक्रम,P,3.2.16
अभिहार,P,3.2.17
अभिग्रहण,N,3.2.17
निहार,P,3.2.17
अभ्यवकर्षण,N,3.2.17
अनुहार,P,3.2.17
अनुकार,P,3.2.17
व्यय,P,3.2.17
प्रवाह,P,3.2.18
प्रवृत्ति,S,3.2.18
प्रवह,P,3.2.18
वियाम,P,3.2.18
वियम,P,3.2.18
याम,P,3.2.18
यम,P,3.2.18
संयाम,P,3.2.18
संयम,P,3.2.18
हिंसाकर्मन्,N,3.2.19
आभिचार,P,3.2.19
जागर्या,S,3.2.19
जागरा,PS,3.2.19
विघ्न,P,3.2.19
अन्तराय,P,3.2.19
प्रत्यूह,P,3.2.19
उपघ्न,P,3.2.19
अन्तिकाश्रय,P,3.2.19
निर्वेश,P,3.2.20
उपभोग,P,3.2.20
परिसर्प,P,3.2.20
परिक्रिया,S,3.2.20
विधुर,N,3.2.20
प्रविश्लेष,P,3.2.20
अभिप्राय,P,3.2.20
छन्द,P,3.2.20
आशय,P,3.2.20
सङ्क्षेपण,N,3.2.21
समसन,N,3.2.21
पर्यवस्था,S,3.2.21
विरोधन,N,3.2.21
परिसर्या,S,3.2.21
परीसार,P,3.2.21
आस्या,S,3.2.21
आसना,S,3.2.21
स्थिति,S,3.2.21
विस्तार,P,3.2.22
विग्रह,P,3.2.22
व्यास,P,3.2.22
विस्तर,P,3.2.22
संवाहन,N,3.2.22
मर्दन,N,3.2.22
विनाश,P,3.2.22
अदर्शन,N,3.2.22
संस्तव,P,3.2.23
परिचय,P,3.2.23
प्रसर,P,3.2.23
विसर्पण,N,3.2.23
नीवाक,P,3.2.23
प्रयाम,P,3.2.23
सन्निधि,P,3.2.23
सन्निकर्षण,N,3.2.23
लव,P,3.2.24
अभिलाव,P,3.2.24
लवन,N,3.2.24
निष्पाव,P,3.2.24
पवन,N,3.2.24
पव,P,3.2.24
प्रस्ताव,P,3.2.24
अवसर,P,3.2.24
त्रसर,P,3.2.24
सूत्रवेष्टन,N,3.2.24
प्रजन,P,3.2.25
उपसर,P,3.2.25
प्रश्रय,P,3.2.25
प्रणय,P,3.2.25
धीशक्ति,S,3.2.25
निष्क्रम,P,3.2.25
सङ्क्रम,PN,3.2.25
दुर्गसञ्चर,P,3.2.25
प्रत्युत्क्रम,P,3.2.26
प्रयोगार्थ,P,3.2.26
प्रक्रम,P,3.2.26
उपक्रम,P,3.2.26
अभ्यादान,N,3.2.26
उद्धात,P,3.2.26
आरम्भ,P,3.2.26
सम्भ्रम,P,3.2.26
त्वरा,PS,3.2.26
प्रतिबन्ध,P,3.2.27
प्रविष्टम्भ,P,3.2.27
अवनाय,P,3.2.27
निपातन,N,3.2.27
उपलम्भ,P,3.2.27
अनुभव,P,3.2.27
समालम्भ,P,3.2.27
विलेपन,N,3.2.27
विप्रलम्भ,P,3.2.28
विप्रयोग,P,3.2.28
विलम्भ,P,3.2.28
अतिसर्जन,N,3.2.28
विश्राव,P,3.2.28
प्रतिख्याति,S,3.2.28
अवेक्षा,S,3.2.28
प्रतिजागर,P,3.2.28
निपाठ,P,3.2.29
निपठ,P,3.2.29
पाठ,P,3.2.29
तेम,P,3.2.29
स्तेम,P,3.2.29
समुन्दन,N,3.2.29
आदीनव,P,3.2.29
आस्रव,P,3.2.29
क्लेश,P,3.2.29
मेलक,P,3.2.29
सङ्ग,P,3.2.29
सङ्गम,P,3.2.29
संवीक्षन,N,3.2.30
विचयन,N,3.2.30
मार्गण,N,3.2.30
मृगणा,S,3.2.30
मृग,P,3.2.30
परिरम्भ,P,3.2.30
परिष्वङ्ग,P,3.2.30
संश्लेष,P,3.2.30
उपगूहन,N,3.2.30
निर्वर्णन,N,3.2.31
निध्यान,N,3.2.31
दर्शन,N,3.2.31
आलोकन,N,3.2.31
ईक्षण,N,3.2.31
प्रत्याख्यान,N,3.2.31
निरसन,N,3.2.31
प्रत्यादेश,P,3.2.31
निराकृति,P,3.2.31
उपशाय,P,3.2.32
विशाय,P,3.2.32
अर्तन,N,3.2.32
ऋतीया,S,3.2.32
हृणीया,S,3.2.32
घृणा,S,3.2.32
व्यत्यास,P,3.2.33
विपर्यास,P,3.2.33
व्यत्यय,P,3.2.33
विपर्यय,P,3.2.33
पर्यय,P,3.2.33
अतिक्रम,P,3.2.33
अतिपात,P,3.2.33
उपात्यय,P,3.2.33
प्रतिशासन,N,3.2.34
संस्ताव,P,3.2.34
उद्घन,P,3.2.35
स्तम्बघ्न,P,3.2.35
स्तम्बघन,P,3.2.35
आविध,P,3.2.36
निघ,P,3.2.36
उत्कार,P,3.2.36
निकार,P,3.2.36
निगार,P,3.2.37
उद्गार,P,3.2.37
विक्षाव,P,3.2.37
उद्ग्राह,P,3.2.37
आरति,S,3.2.37
अवरति,S,3.2.37
विरति,S,3.2.37
उपराम,P,3.2.37
निष्ठेव,PS,3.2.37
निष्ठ्यूति,S,3.2.38
निष्ठेवन,N,3.2.38
निष्ठीवन,N,3.2.38
जवन,N,3.2.38
जूति,S,3.2.38
साति,S,3.2.38
अवसान,N,3.2.38
ज्वर,P,3.2.38
जूर्ति,S,3.2.38
उदज,P,3.2.39
पशुप्रेरण,N,3.2.39
अकरणि,S,3.2.39
औपगवक,N,3.2.39
आपूपिक,N,3.2.40
शाष्कुलिक,N,3.2.40
माणव्य,N,3.2.40
सहायता,S,3.2.40
हल्या,S,3.2.41
ब्राह्मण्य,N,3.2.41
वाडव्य,N,3.2.41
पार्श्व,N,3.2.41
पृष्ठ्य,N,3.2.41
खलिनी,S,3.2.42
खल्या,S,3.2.42
मानुष्यक,N,3.2.42
ग्रामता,S,3.2.42
जनता,S,3.2.42
धूम्या,S,3.2.42
पाश्या,S,3.2.42
गल्या,S,3.2.42
साहस्र,N,3.2.43
कारीष,N,3.2.43
चार्मण,N,3.2.43
आथर्वण,N,3.2.43
लोक,P,3.3.2
श्लोक,P,3.3.2
श्लोक,P,3.3.2
सायक,P,3.3.2
सायक,P,3.3.2
जम्बुक,P,3.3.3
पृथुक,P,3.3.3
आलोक,P,3.3.3
आलोक,P,3.3.3
आनक,P,3.3.3
अङ्क,P,3.3.4
कलङ्क,P,3.3.4
तक्षक,P,3.3.4
तक्षक,P,3.3.4
अर्क,P,3.3.4
क,P,3.3.5
क,P,3.3.5
क,P,3.3.5
कम्,N,3.3.5
कम्,N,3.3.5
पुलाक,P,3.3.5
पुलाक,P,3.3.5
पुलाक,P,3.3.5
पेचक,P,3.3.6
करक,P,3.3.6
किष्कु,P,3.3.7
किष्कु,P,3.3.7
प्रतीक,P,3.3.7
प्रतीक,P,3.3.7
भूतिक,N,3.3.8
भूतिक,N,3.3.8
भूतिक,N,3.3.8
कोशातकी,S,3.3.8
कोशातकी,S,3.3.8
सोमवल्क,P,3.3.9
पिण्याक,PN,3.3.9
पिण्याक,PN,3.3.9
बाह्लीक,N,3.3.9
कौशिक,P,3.3.10
कौशिक,P,3.3.10
आतङ्क,P,3.3.10
आतङ्क,P,3.3.10
आतङ्क,P,3.3.10
क्षुल्लक,V,3.3.10
वर्तक,P,3.3.11
पुण्डरीक,P,3.3.11
दीपक,P,3.3.11
शालावृक,P,3.3.12
शालावृक,P,3.3.12
शालावृक,P,3.3.12
गैरिक,N,3.3.12
व्यलीक,N,3.3.12
अलीक,N,3.3.12
अलीक,N,3.3.12
अनूक,N,3.3.13
अनूक,N,3.3.13
शल्क,N,3.3.13
शल्क,N,3.3.13
निष्क,PN,3.3.14
निष्क,PN,3.3.14
निष्क,PN,3.3.14
निष्क,PN,3.3.14
कल्क,PN,3.3.14
कल्क,PN,3.3.14
कल्क,PN,3.3.14
पिनाक,PN,3.3.14
कालिका,S,3.3.15
कारिका,S,3.3.15
कारिका,S,3.3.15
कर्णिका,S,3.3.15
कर्णिका,S,3.3.15
कर्णिका,S,3.3.15
वृन्दारक,V,3.3.16
वृन्दारक,V,3.3.16
एक,V,3.3.16
एक,V,3.3.16
एक,V,3.3.16
कौक्कुटिक,V,3.3.17
कौक्कुटिक,V,3.3.17
ललाटिक,V,3.3.17
ललाटिक,V,3.3.17
कटक,PN,3.3.18
कटक,PN,3.3.18
कण्टक,P,3.3.18
कण्टक,P,3.3.18
कण्टक,P,3.3.18
नायक,V,3.3.19
लुब्धक,P,3.3.19
पेटक,V,3.3.20
देशिक,P,3.3.20
देशिक,P,3.3.20
खेटक,N,3.3.20
खेटक,N,3.3.20
जालिक,P,3.3.20
किञ्जल्क,P,3.3.21
शुल्क,PN,3.3.21
उत्कलिका,S,3.3.21
वार्धक,N,3.3.21
वार्धक,N,3.3.21
गणिका,S,3.3.22
दारक,N,3.3.22
दारक,N,3.3.22
एडमूक,V,3.3.22
टङ्क,PN,3.3.22
टङ्क,PN,3.3.22
मन्थ,P,3.3.23
मन्थ,P,3.3.23
खजक,P,3.3.23
मयूख,P,3.3.23
शिलीमुख,P,3.3.23
शिलीमुख,P,3.3.23
शङ्ख,PN,3.3.24
शङ्ख,PN,3.3.24
ख,N,3.3.24
शिखा,S,3.3.24
नग,P,3.3.24
नग,P,3.3.24
अग,P,3.3.24
अग,P,3.3.24
खग,P,3.3.25
पतङ्ग,P,3.3.25
पतङ्ग,P,3.3.25
पूग,P,3.3.25
मृग,P,3.3.26
वेग,P,3.3.26
वेग,P,3.3.26
पराग,P,3.3.26
पराग,P,3.3.26
पराग,P,3.3.26
गज,P,3.3.27
गज,P,3.3.27
अपाङ्ग,P,3.3.27
सर्ग,P,3.3.27
सर्ग,P,3.3.27
सर्ग,P,3.3.27
सर्ग,P,3.3.27
सर्ग,P,3.3.27
योग,P,3.3.28
योग,P,3.3.28
योग,P,3.3.28
योग,P,3.3.28
योग,P,3.3.28
भोग,P,3.3.28
भोग,P,3.3.28
भोग,P,3.3.28
सारङ्ग,P,3.3.29
सारङ्ग,P,3.3.29
सारङ्ग,V,3.3.29
अभिषङ्ग,P,3.3.29
अभिषङ्ग,P,3.3.29
युग,N,3.3.30
युग,P,3.3.30
गो,PS,3.3.31
गो,PS,3.3.31
गो,PS,3.3.31
गो,PS,3.3.31
गो,PS,3.3.31
गो,PS,3.3.31
गो,PS,3.3.31
गो,PS,3.3.31
गो,PS,3.3.31
लिङ्ग,N,3.3.31
लिङ्ग,N,3.3.31
शृङ्ग,N,3.3.31
शृङ्ग,N,3.3.31
वराङ्ग,N,3.3.31
वराङ्ग,N,3.3.31
भग,N,3.3.32
भग,N,3.3.32
भग,N,3.3.32
भग,N,3.3.32
भग,N,3.3.32
भग,N,3.3.32
परिघ,P,3.3.32
ओघ,P,3.3.32
अर्घ,P,3.3.33
अर्घ,P,3.3.33
अघ,N,3.3.33
अघ,N,3.3.33
लघु,V,3.3.33
लघु,V,3.3.33
काच,P,3.3.33
काच,P,3.3.33
प्रपञ्च,P,3.3.34
प्रपञ्च,P,3.3.34
शुचि,P,3.3.34
शुचि,V,3.3.34
शुचि,V,3.3.34
रुचि,S,3.3.35
रुचि,S,3.3.35
रुचि,S,3.3.35
अच्छ,P,3.3.35
अच्छ,P,3.3.35
गुच्छ,P,3.3.35
गुच्छ,P,3.3.35
कच्छ,P,3.3.36
कच्छ,P,3.3.36
